250,0.039530301,0.13927084,0.03188326,0.044815986,0.198412266,-0.147526178,-0.070547204,0.132770959,0.158051111,0.332682844,-0.082997234,-0.174651262,0.075566197,0.158611362,0.188369192,-0.000417691,0.000766306,0.001636091,0.000990199,-0.001273445,0.002336291,0.001484801,0.003018887
270,0.130319311,0.465493116,0.076950576,0.111888397,0.673507411,-0.489896715,-0.198880212,0.378003822,0.452735511,1.115674207,-0.23663639,-0.582407227,0.185191747,0.453891795,0.548287987,-0.00086336,0.001603042,0.002795131,0.00200267,-0.002671482,0.004960314,0.002488385,0.006196616
290,0.170342209,0.61772663,0.072911835,0.09794546,0.830546178,-0.645179156,-0.221461775,0.423628418,0.490364722,1.43094583,-0.253275474,-0.739954012,0.168515925,0.489453182,0.570027286,-0.001080507,0.002021131,0.003035301,0.002445959,-0.003382272,0.006326553,0.002649802,0.007656054
310,0.198135081,0.723634972,0.061542106,0.075406022,0.884468013,-0.753395771,-0.219635965,0.421577224,0.466191606,1.594668416,-0.238587727,-0.82250299,0.135066065,0.461960106,0.515763021,-0.001167251,0.002198211,0.002778771,0.002531461,-0.003711106,0.006988386,0.002349957,0.0080473
330,0.232186616,0.837222574,0.052188526,0.056751329,0.895659504,-0.878388169,-0.219735258,0.420056673,0.43122152,1.71678931,-0.224248747,-0.897834644,0.108767632,0.43553757,0.450190721,-0.001249871,0.002348042,0.00254125,0.002534828,-0.004035834,0.007580545,0.002057016,0.008182858
350,0.309939018,1.038406605,0.050026957,0.042567272,0.880621569,-1.129352527,-0.246698111,0.454792231,0.4163542,1.900790099,-0.223959745,-1.024049756,0.091546917,0.41730413,0.387256471,-0.001389774,0.002530756,0.002359633,0.002459216,-0.004557994,0.008297131,0.001770445,0.008061281
370,0.363774399,1.233650731,0.046048424,0.03184868,0.849405968,-1.322265742,-0.255761159,0.477225936,0.392531891,2.031686081,-0.205831792,-1.059973387,0.077199491,0.390177387,0.329688587,-0.001395113,0.002561082,0.002089067,0.002272583,-0.004645705,0.008525475,0.001464075,0.007564537
390,0.353183314,1.314936785,0.039419573,0.024209254,0.818290678,-1.330759152,-0.229627448,0.451700532,0.346139177,2.020313754,-0.164937317,-0.965978002,0.05917118,0.349372295,0.280691529,-0.001284372,0.002531606,0.001846914,0.002187762,-0.004346593,0.008563797,0.001271286,0.007400622
410,0.317371115,1.31808895,0.030603667,0.018583455,0.78376282,-1.24880843,-0.192341446,0.405714771,0.29798457,1.930315762,-0.12705225,-0.826347621,0.046025213,0.298173281,0.242396114,-0.0011245,0.002437109,0.001615581,0.002132055,-0.003868119,0.008378921,0.001126477,0.007330417
430,0.269633341,1.251996124,0.024409977,0.014299117,0.743347343,-1.11348947,-0.154407357,0.34718967,0.247135493,1.768847644,-0.093332857,-0.675454847,0.033792065,0.245567219,0.206757946,-0.000903348,0.002165763,0.00131697,0.001963786,-0.003152339,0.007551608,0.000947449,0.006847681
450,0.224251528,1.156971174,0.018051955,0.011067009,0.702732614,-0.968055392,-0.121247177,0.289949781,0.197607813,1.575486776,-0.067409406,-0.537187383,0.024946241,0.196341491,0.174956608,-0.000689685,0.001855779,0.001048136,0.00177036,-0.002449539,0.00658556,0.000787811,0.006283008
470,0.184715005,1.056270608,0.013864526,0.00867548,0.662847695,-0.833333544,-0.09524653,0.241411419,0.157791425,1.402903503,-0.047790706,-0.422369384,0.01776991,0.158706963,0.151144826,-0.000531556,0.001605077,0.000846522,0.001628236,-0.001917312,0.005783503,0.000669869,0.005867422
490,0.151272111,0.956740291,0.010572897,0.006841395,0.626340407,-0.7118368,-0.074378045,0.200383052,0.132544,1.23547622,-0.034529834,-0.32837367,0.013670744,0.128408913,0.130870973,-0.000409481,0.001394868,0.000691124,0.001516359,-0.001500107,0.005102339,0.000579005,0.005547081
510,0.124022848,0.867195808,0.008053191,0.005451346,0.591772076,-0.611585634,-0.058747682,0.167003698,0.100334588,1.083153818,-0.024064761,-0.253541417,0.010075386,0.103493286,0.114082577,-0.000314141,0.001212299,0.000570125,0.001413912,-0.001169062,0.004505951,0.000505985,0.005255913
